sku,name,description,short_description,price,special_price,weight,status,visibility,tax_class_id,qty,is_in_stock,categories,image,small_image,thumbnail,meta_title,meta_description,ean,manufacturer,color,size
1001,"Peinture a eau de 12 couleurs motif turtules ninja vert ""techno"" ref: 4389","Peinture a base d''eau ecolier motif garçon,12 tubes de 8 ml facile à appliquer sur tout type de support et avec différentes outils,Cet assortiment complet regroupe des couleurs vives et couvrantes pour peindre et faire des mélanges. Remarque : En cas de non disponibilité de la variante sélectionnée (couleur ou motif ...) une autre variante (couleur ou motif ...) de la même référence vous sera livrée.",,450.0,,233.0,1,4,2,100,1,,,,,,,,,,
1002,"Papier gomme brillant autocollant de 10 feuilles a4 bleu ""techno"" ref: 9347","Papier coloré et brillant sur une face et gommé sur l''autre face,carnet de 10 feuille détachable , format A4 21 x 29,7 cm . Remarque : En cas de non disponibilité de la variante sélectionnée (couleur ou motif ...) une autre variante (couleur ou motif ...) de la même référence vous sera livrée.",,460.0,,154.0,1,4,2,100,1,,,,,,,,,,
1003,"Papier gomme brillant autocollant de 10 feuilles a4 vert ""techno"" ref: 9347","Papier coloré et brillant sur une face et gommé sur l''autre face,carnet de 10 feuille détachable , format A4 21 x 29,7 cm . Remarque : En cas de non disponibilité de la variante sélectionnée (couleur ou motif ...) une autre variante (couleur ou motif ...) de la même référence vous sera livrée.",,460.0,,154.0,1,4,2,100,1,,,,,,,,,,
1004,"Papier gomme brillant autocollant de 10 feuilles a4 orange ""techno"" ref: 9347","Papier coloré et brillant sur une face et gommé sur l''autre face,carnet de 10 feuille détachable , format A4 21 x 29,7 cm . Remarque : En cas de non disponibilité de la variante sélectionnée (couleur ou motif ...) une autre variante (couleur ou motif ...) de la même référence vous sera livrée.",,460.0,,154.0,1,4,2,100,1,,,,,,,,,,
1005,"Papier gomme brillant autocollant de 10 feuilles a4 rose ""techno"" ref: 9347","Papier coloré et brillant sur une face et gommé sur l''autre face,carnet de 10 feuille détachable , format A4 21 x 29,7 cm . Remarque : En cas de non disponibilité de la variante sélectionnée (couleur ou motif ...) une autre variante (couleur ou motif ...) de la même référence vous sera livrée.",,460.0,,154.0,1,4,2,100,1,,,,,,,,,,
1005909,"Stylo roller retractable a encre gel g2 pixie 0.7mm noir ""pilot"" ref: bl-g2-7-xs-b","• Efficacité et confort grâce une encre en gel Pilot unique et ultra-souple. • Grip caoutchouc pour assurer un meilleur contrôle et un meilleur confort d''écriture: un stylo plus ergonomique! • Pointe rétractable : un stylo prêt en un seul clic, plus de bouchon perdu! • Largeur d''écriture en mm : 0.32 mm • Taille de pointe en mm (tip size in mm) : 0.70 mm",,440.0,,9.0,1,4,2,100,1,,,,,,,,,,
1006,"Papier gomme brillant autocollant de 10 feuilles a4 violet ""techno"" ref: 9347","Papier coloré et brillant sur une face et gommé sur l''autre face,carnet de 10 feuille détachable , format A4 21 x 29,7 cm . Remarque : En cas de non disponibilité de la variante sélectionnée (couleur ou motif ...) une autre variante (couleur ou motif ...) de la même référence vous sera livrée.",,460.0,,154.0,1,4,2,100,1,,,,,,,,,,
1007,"Papier gomme brillant autocollant de 10 feuilles a4 rouge ""techno"" ref: 9347","Papier coloré et brillant sur une face et gommé sur l''autre face,carnet de 10 feuille détachable , format A4 21 x 29,7 cm . Remarque : En cas de non disponibilité de la variante sélectionnée (couleur ou motif ...) une autre variante (couleur ou motif ...) de la même référence vous sera livrée.",,460.0,,154.0,1,4,2,100,1,,,,,,,,,,
1008,"Papier gomme brillant autocollant de 10 feuilles a5 bleu ""techno"" ref: 9135","Papier coloré sur une face brillant et gommé sur l''autre face,carnet de 10 feuille détachable , format A5. Remarque : En cas de non disponibilité de la variante sélectionnée (couleur ou motif ...) une autre variante (couleur ou motif ...) de la même référence vous sera livrée.",,240.0,,95.0,1,4,2,100,1,,,,,,,,,,
1009,"Papier gomme brillant autocollant de 10 feuilles a5 vert ""techno"" ref: 9135","Papier coloré sur une face brillant et gommé sur l''autre face,carnet de 10 feuille détachable , format A5. Remarque : En cas de non disponibilité de la variante sélectionnée (couleur ou motif ...) une autre variante (couleur ou motif ...) de la même référence vous sera livrée.",,240.0,,95.0,1,4,2,100,1,,,,,,,,,,
101,"Feuilles aluminium adhesives a4 paquet 10 couleurs ""techno"" feuilles aluminium adhesives a4 paquet 10 couleurs unicolor ""techno"" ref: 5191 feuilles aluminium adhesives a4 paquet 10 couleurs etoile ""techno"" ref: 5192 feuilles aluminium adhesives a4 paquet","[''FEUILLES ALUMINIUM ADHESIVES A4 pour traveaux manuels'', ''FEUILLES ALUMINIUM ADHESIVES A4 PAQUET 10 COULEURS'', ''FEUILLES ALUMINIUM ADHESIVES (Etoile) A4 PAQUET 10 COULEURS pour traveaux manuels'', ''FEUILLES ALUMINIUM ADHESIVES (Coeur) A4 PAQUET 10 COULEURS pour traveaux manuels'']",,19.99,,9999000.0,1,4,2,100,1,,,,,,,,,,
1010,"Papier gomme brillant autocollant de 10 feuilles a5 orange ""techno"" ref: 9135","Papier coloré sur une face brillant et gommé sur l''autre face,carnet de 10 feuille détachable , format A5. Remarque : En cas de non disponibilité de la variante sélectionnée (couleur ou motif ...) une autre variante (couleur ou motif ...) de la même référence vous sera livrée.",,240.0,,95.0,1,4,2,100,1,,,,,,,,,,
1011,"Papier gomme brillant autocollant de 10 feuilles a5 rose ""techno"" ref: 9135","Papier coloré sur une face brillant et gommé sur l''autre face,carnet de 10 feuille détachable , format A5. Remarque : En cas de non disponibilité de la variante sélectionnée (couleur ou motif ...) une autre variante (couleur ou motif ...) de la même référence vous sera livrée.",,240.0,,95.0,1,4,2,100,1,,,,,,,,,,
1012,"Papier gomme brillant autocollant de 10 feuilles a5 violet ""techno"" ref: 9135","Papier coloré sur une face brillant et gommé sur l''autre face,carnet de 10 feuille détachable , format A5. Remarque : En cas de non disponibilité de la variante sélectionnée (couleur ou motif ...) une autre variante (couleur ou motif ...) de la même référence vous sera livrée.",,240.0,,95.0,1,4,2,100,1,,,,,,,,,,
1013,"Papier gomme brillant autocollant de 10 feuilles a5 rouge ""techno"" ref: 9135","Papier coloré sur une face brillant et gommé sur l''autre face,carnet de 10 feuille détachable , format A5. Remarque : En cas de non disponibilité de la variante sélectionnée (couleur ou motif ...) une autre variante (couleur ou motif ...) de la même référence vous sera livrée.",,240.0,,95.0,1,4,2,100,1,,,,,,,,,,
1014,"Colle transparente 30ml dora rose ""techno"" ref: 4275","Colle transparentes sans solvant , 30ml , motif fille dora rose , idéale pour un collage propre sur papier et carton . Remarque : En cas de non disponibilité de la variante sélectionnée (couleur ou motif ...) une autre variante (couleur ou motif ...) de la même référence vous sera livrée.",,50.0,,41.0,1,4,2,100,1,,,,,,,,,,
1015,"Colle transparente 30ml dora violet ""techno"" ref: 4275","Colle transparentes sans solvant , 30ml , motif fille dora violet , idéale pour un collage propre sur papier et carton . Remarque : En cas de non disponibilité de la variante sélectionnée (couleur ou motif ...) une autre variante (couleur ou motif ...) de la même référence vous sera livrée.",,50.0,,41.0,1,4,2,100,1,,,,,,,,,,
1016,"Colle transparente 30ml turtules ninja bleu ""techno"" ref: 4275","Colle transparentes sans solvant , 30ml , motif garçon turtules bleu , idéale pour un collage propre sur papier et carton . Remarque : En cas de non disponibilité de la variante sélectionnée (couleur ou motif ...) une autre variante (couleur ou motif ...) de la même référence vous sera livrée.",,50.0,,41.0,1,4,2,100,1,,,,,,,,,,
1017,"Colle transparente 30ml turtules ninja vert ""techno"" ref: 4275","Colle transparentes sans solvant , 30ml , motif garçon turtules vert , idéale pour un collage propre sur papier et carton . Remarque : En cas de non disponibilité de la variante sélectionnée (couleur ou motif ...) une autre variante (couleur ou motif ...) de la même référence vous sera livrée.",,50.0,,41.0,1,4,2,100,1,,,,,,,,,,
1018,"Gomme jolly bleu ""techno"" ref: 4948","Petit format pratique et amusant pour tous type de mines, couleur vive. Remarque : En cas de non disponibilité de la variante sélectionnée (couleur ou motif ...) une autre variante (couleur ou motif ...) de la même référence vous sera livrée.",,50.0,,17.0,1,4,2,100,1,,,,,,,,,,
1019,"Gomme jolly rose ""techno"" ref: 4948","Petit format pratique et amusant pour tous type de mines, couleur vive. Remarque : En cas de non disponibilité de la variante sélectionnée (couleur ou motif ...) une autre variante (couleur ou motif ...) de la même référence vous sera livrée.",,50.0,,17.0,1,4,2,100,1,,,,,,,,,,
102,"Cahier piqure 24cmx32cm 96 pages 90g ""conquerant "" cahier piqure 24cmx32cm 96 pages 90g bleu ""conquerant "" ref: 100103501 / 021691 cahier piqure 24cmx32cm 96 pages 90g jaune ""conquerant "" ref: 100101372 / 021692 cahier piqure 24cmx32cm 96 pages 90g orange","Gamme des cahiers piqué avec couverture en polypropylène transparent, rigide, ultra resisstant, colorés, cette format disponible sulement sous la marque Conquérant - Oxford demandé par les écoles privées beaucoups plus.",,19.99,,9999000.0,1,4,2,100,1,,,,,,,,,,
1020,"Gomme jolly vert ""techno"" ref: 4948","Petit format pratique et amusant pour tous type de mines, couleur vive. Remarque : En cas de non disponibilité de la variante sélectionnée (couleur ou motif ...) une autre variante (couleur ou motif ...) de la même référence vous sera livrée.",,50.0,,17.0,1,4,2,100,1,,,,,,,,,,
1021,"Gomme jolly orange ""techno"" ref: 4948","Petit format pratique et amusant pour tous type de mines, couleur vive. Remarque : En cas de non disponibilité de la variante sélectionnée (couleur ou motif ...) une autre variante (couleur ou motif ...) de la même référence vous sera livrée.",,50.0,,17.0,1,4,2,100,1,,,,,,,,,,
1022,"Gomme tiwster bleu ""techno"" ref: 4940","Gomme retative tourne à 360° pour une surface de gommage toujours propre,bonne prise en main. Remarque : En cas de non disponibilité de la variante sélectionnée (couleur ou motif ...) une autre variante (couleur ou motif ...) de la même référence vous sera livrée.",,85.0,,25.0,1,4,2,100,1,,,,,,,,,,
1023,"Gomme tiwster rose ""techno"" ref: 4940","Gomme retative tourne à 360° pour une surface de gommage toujours propre,bonne prise en main. Remarque : En cas de non disponibilité de la variante sélectionnée (couleur ou motif ...) une autre variante (couleur ou motif ...) de la même référence vous sera livrée.",,85.0,,25.0,1,4,2,100,1,,,,,,,,,,
1024,"Gomme tiwster vert ""techno"" ref: 4940","Gomme retative tourne à 360° pour une surface de gommage toujours propre,bonne prise en main. Remarque : En cas de non disponibilité de la variante sélectionnée (couleur ou motif ...) une autre variante (couleur ou motif ...) de la même référence vous sera livrée.",,85.0,,25.0,1,4,2,100,1,,,,,,,,,,
1025,"Gomme tiwster violet ""techno"" ref: 4940","Gomme retative tourne à 360° pour une surface de gommage toujours propre,bonne prise en main. Remarque : En cas de non disponibilité de la variante sélectionnée (couleur ou motif ...) une autre variante (couleur ou motif ...) de la même référence vous sera livrée.",,85.0,,25.0,1,4,2,100,1,,,,,,,,,,
1026,"Colle universal colmax ""techno"" colle universal colmax 17g ""techno"" ref: 5237 colle universal colmax 35g ""techno"" ref: 5238 colle universal colmax 60g ""techno"" ref: 5239","[''Colle universelle permet un collage puissant, transparent au séchage , sèche en quelques minutes,colle la plupart des matériaux, convient de plusieur grammage.'', ''Colle universelle permet un collage puissant, transparent au séchage , sèche en quelques minutes,colle la plupart des matériaux, 17G.'', ''Colle universelle permet un collage puissant, transparent au séchage , sèche en quelques minutes,colle la plupart des matériaux,35G.'', ''Colle universelle permet un collage puissant, transparent au séchage , sèche en quelques minutes,colle la plupart des matériaux,60G.'']",,19.99,,9999000.0,1,4,2,100,1,,,,,,,,,,
1027,"Marqueur permanent marky ""techno"" marqueur permanent marky bleu ""techno"" ref: 4680 marqueur permanent marky noir ""techno"" ref: 4681 marqueur permanent marky rouge ""techno"" ref: 4683 marqueur permanent marky vert ""techno"" ref: 4682","Marqueur permanent pointe en acrylique japonaise béseautée , encre à base d''eau résiste a la lumiére,la fermeture par clic , longueur d''écriture environ 300 à 350m.",,19.99,,9999000.0,1,4,2,100,1,,,,,,,,,,
1028,"Marqueur permanent tete biseautee ""techno"" marqueur permanent tete biseautee bleu ""techno"" ref: 1701 marqueur permanent tete biseautee noir ""techno"" ref: 1702 marqueur permanent tete biseautee rouge ""techno"" ref: 1703 marqueur permanent tete biseautee ver","[""Marqueur permanent pointe biseautée , encre à base d''eau résiste a la lumiére , la fermeture par clic , longueur d''écriture environ 300 à 350m."", ""Marqueur permanent pointe biseautée , encre bleu à base d''eau résiste a la lumiére , la fermeture par clic , longueur d''écriture environ 300 à 350m."", ""Marqueur permanent pointe biseautée , encre noir à base d''eau résiste a la lumiére , la fermeture par clic , longueur d''écriture environ 300 à 350m."", ""Marqueur permanent pointe biseautée , encre rouge à base d''eau résiste a la lumiére , la fermeture par clic , longueur d''écriture environ 300 à 350m."", ""Marqueur permanent pointe biseautée , encre vert à base d''eau résiste a la lumiére , la fermeture par clic , longueur d''écriture environ 300 à 350m.""]",,19.99,,9999000.0,1,4,2,100,1,,,,,,,,,,
1029,"Mini agrafeuse 24/6 26/6 12 feuilles bleu ""techno"" ref: 5222","Mini agrafeuse en plastique ABS durable et solide,mécanisme en métal avec fonction ote-agrafes intégré,capacité de 12 feuills de 80g, couleur bleu. Remarque : En cas de non disponibilité de la variante sélectionnée (couleur ou motif ...) une autre variante (couleur ou motif ...) de la même référence vous sera livrée.",,250.0,,50.0,1,4,2,100,1,,,,,,,,,,
102909,,,,240.0,,7000.0,1,4,2,100,1,,,,,,,,,,
1030,"Mini agrafeuse 24/6 26/6 12 feuilles vert ""techno"" ref: 5222","Mini agrafeuse en plastique ABS durable et solide,mécanisme en métal avec fonction ote-agrafes intégré,capacité de 12 feuills de 80g, couleur verte. Remarque : En cas de non disponibilité de la variante sélectionnée (couleur ou motif ...) une autre variante (couleur ou motif ...) de la même référence vous sera livrée.",,250.0,,50.0,1,4,2,100,1,,,,,,,,,,
1031,"Mini agrafeuse 24/6 26/6 12 feuilles rose ""techno"" ref: 5222","Mini agrafeuse en plastique ABS durable et solide,mécanisme en métal avec fonction ote-agrafes intégré,capacité de 12 feuills de 80g, couleur rose. Remarque : En cas de non disponibilité de la variante sélectionnée (couleur ou motif ...) une autre variante (couleur ou motif ...) de la même référence vous sera livrée.",,250.0,,50.0,1,4,2,100,1,,,,,,,,,,
1032,"Mini agrafeuse 24/6 26/6 12 feuilles violet ""techno"" ref: 5222","Mini agrafeuse en plastique ABS durable et solide,mécanisme en métal avec fonction ote-agrafes intégré,capacité de 12 feuills de 80g, couleur violet. Remarque : En cas de non disponibilité de la variante sélectionnée (couleur ou motif ...) une autre variante (couleur ou motif ...) de la même référence vous sera livrée.",,250.0,,50.0,1,4,2,100,1,,,,,,,,,,
1033,"Agrafeuse de bureau 24/6 26/6 20 feuilles bleu ""techno"" ref: 5221","Agrafeuse durable et solide,mécanisme et cops en métal, la base en plastique ABS,couleur bleu. Remarque : En cas de non disponibilité de la variante sélectionnée (couleur ou motif ...) une autre variante (couleur ou motif ...) de la même référence vous sera livrée.",,750.0,,265.0,1,4,2,100,1,,,,,,,,,,
1034,"Agrafeuse de bureau 24/6 26/6 20 feuilles gris ""techno"" ref: 5221","Agrafeuse durable et solide,mécanisme et cops en métal, la base en plastique ABS,couleur gris. Remarque : En cas de non disponibilité de la variante sélectionnée (couleur ou motif ...) une autre variante (couleur ou motif ...) de la même référence vous sera livrée.",,750.0,,265.0,1,4,2,100,1,,,,,,,,,,
1035,"Agrafeuse de bureau 24/6 26/6 20 feuilles noir ""techno"" ref: 5221","Agrafeuse durable et solide,mécanisme et cops en métal, la base en plastique ABS,couleur noir. Remarque : En cas de non disponibilité de la variante sélectionnée (couleur ou motif ...) une autre variante (couleur ou motif ...) de la même référence vous sera livrée.",,750.0,,265.0,1,4,2,100,1,,,,,,,,,,
1036,"Agrafeuse de bureau 24/6 26/6 20 feuilles rouge ""techno"" ref: 5221","Agrafeuse durable et solide,mécanisme et cops en métal, la base en plastique ABS,couleur rouge. Remarque : En cas de non disponibilité de la variante sélectionnée (couleur ou motif ...) une autre variante (couleur ou motif ...) de la même référence vous sera livrée.",,750.0,,265.0,1,4,2,100,1,,,,,,,,,,
1037,"BLOC NOTES COLLÉ NOTY QUADRILLE 5x5 ""TECHNO""","Bloc note agrafee en tete quadrille 5X5mm, 75g/m² avec une semelle cartonee,Couverture carte souple 170g couleur orange.",,19.99,,9999000.0,1,4,2,100,1,,,,,,,,,,
1038,"Enveloppes blanches ""techno"" enveloppes blanches f10 adhesives 114x162 pqt 25 ""techno"" ref: 5501 enveloppes blanches f15 adhesives 110x220 pqt 25 ""techno"" ref: 5503 enveloppes blanches f16 adhesives 162x229 pqt 25 ""techno"" ref: 5505","[''Enveloppe en papier blanche fermeture adhésive ,disponible en plusieur formats, paquet de 25pochette.'', ''Enveloppe en papier blanche fermeture adhésive ,disponible en formats 114x162, paquet de 25pochette.'', ''Enveloppe en papier blanche fermeture adhésive ,disponible en formats 110x220, paquet de 25pochette.'', ''Enveloppe en papier blanche fermeture adhésive ,disponible en formats 162x229, paquet de 25pochette.'']",,19.99,,9999000.0,1,4,2,100,1,,,,,,,,,,
1038313,"Panier de promotion t0026 a roulettes 750x90x90 cm ucge ref: u052002600","Le panier en acier laqué, le plateau en bois, hauteur (750 mm), longueur (900 mm), largeur (900 mm).",,76500.0,,24360.0,1,4,2,100,1,,,,,,,,,,
1039,"Pochettes kraft ""techno"" pochettes kraft f16 adhesive 162x229 pqt 25 ""techno"" ref: 5509 pochettes kraft f23 adhesive 229x324 pqt 25 ""techno"" ref: 5513 pochettes kraft f24 adhesive 260x330 pqt 25 ""techno"" ref: 5517 pochettes kraft f26 adhesive 280x365 pqt","[''Pochette papier kraft marron,fermeture adhésive,disponible en plusieur formats, paquet de 25pochette.'', ''Pochette papier kraft marron,fermeture adhésive,disponible en formats 162x229 , paquet de 25pochette.'', ''Pochette papier kraft marron,fermeture adhésive,disponible en formats 229x324 , paquet de 25pochette.'', ''Pochette papier kraft marron,fermeture adhésive,disponible en formats 260x330 , paquet de 25pochette.'', ''Pochette papier kraft marron,fermeture adhésive,disponible en formats 280x365 , paquet de 25pochette.'']",,19.99,,9999000.0,1,4,2,100,1,,,,,,,,,,
